division	Morelos	#9EBE59
division	Tamaulipas	#A1BE58
division	Puebla	#A3BE57
division	Tlaxcala	#A5BE55
division	Veracruz	#A7BE54
division	Oaxaca	#A9BD53
division	Chiapas	#ABBD51
division	Tabasco	#ADBD50
division	Campeche	#B0BD4F
division	Yucatan	#B2BD4E
division	Quintana Roo	#B4BD4C
division	Bahamas	#B6BD4B
division	Bermuda	#B8BC4B
division	Hawaii	#BABC4A
division	Alaska	#BCBB49
division	Grand Princess	#BEBB48
division	Oregon	#C0BB47
division	Washington	#C2BA46
division	California	#C3BA46
division	Nevada	#C5B945
division	Idaho	#C7B944
division	Utah	#C9B843
division	Arizona	#CBB742
division	Montana	#CDB642
division	Wyoming	#CEB541
division	New Mexico	#D0B441
division	Colorado	#D1B340
division	North Dakota	#D3B240
division	South Dakota	#D4B13F
division	Nebraska	#D6B03F
division	Texas	#D7AF3E
division	Kansas	#D9AE3E
division	Oklahoma	#DAAC3D
division	Minnesota	#DCAB3C
division	Iowa	#DDAA3C
division	Louisiana	#DEA83C
division	Arkansas	#DEA63B
division	Missouri	#DFA43B
division	Mississippi	#E0A23A
division	Wisconsin	#E1A03A
division	Illinois	#E29E39
division	Alabama	#E39C39
division	Tennessee	#E39A39
division	Indiana	#E49838
division	Kentucky	#E59638
division	Michigan	#E69437
division	Georgia	#E69237
division	Ohio	#E68F36
division	Florida	#E68C36
division	South Carolina	#E68935
division	West Virginia	#E68634
division	North Carolina	#E68334
division	Virginia	#E68133
division	Pennsylvania	#E67E33
division	Washington DC	#E67B32
division	Maryland	#E67832
division	Delaware	#E67531
division	New Jersey	#E67231
division	New York	#E56F30
division	Connecticut	#E56B2F
division	Vermont	#E4682F
division	Massachusetts	#E4642E
division	New Hampshire	#E3612D
division	Rhode Island	#E35D2D
division	Maine	#E25A2C
division	Puerto Rico	#E2562B
division	Virgin Islands	#E1532A
division	Guam	#E14F2A
division	Northern Mariana Islands	#E04C29
division	British Columbia	#E04828
division	Alberta	#DF4428
division	Canada	#DF4127
division	Saskatchewan	#DE3D27
division	Manitoba	#DE3A26
division	Ontario	#DD3625
division	Quebec	#DD3325
division	New Brunswick	#DC2F24
division	Nova Scotia	#DC2C23
division	Newfoundland and Labrador	#DB2823

country	Panama	#5E1D9D
country	Costa Rica	#4B26B1
country	Grenada	#4138C3
country	Saint Vincent and the Grenadines	#3F4FCC
country	Barbados	#4065CF
country	El Salvador	#447ACD
country	Saint Lucia	#4A8BC3
country	Honduras	#529AB6
country	Dominica	#5BA6A6
country	Guatemala	#66AE95
country	Guadeloupe	#73B583
country	Belize	#81B973
country	Antigua and Barbuda	#91BC64
country	Saint Barthélemy	#A1BE58
country	Sint Maarten	#B1BD4E
country	Saint Martin	#C0BA47
country	Jamaica	#CEB541
country	Dominican Republic	#DAAD3D
country	Haiti	#E19F3A
country	Mexico	#E68E36
country	Bahamas	#E67832
country	Bermuda	#E35F2D
country	USA	#DF4328
country	Canada	#DB2823

region	North America	#4C90C0

recency	Older	#447CCD
recency	One month ago	#5EA9A1
recency	One week ago	#8ABB6A
recency	3-7 days ago	#BEBB48
recency	1-2 days ago	#E29E39
recency	New	#E2562B

clade_membership	20H (Beta, V2)	#4433BE
clade_membership	20I (Alpha, V1)	#3E5ACF
clade_membership	20J (Gamma, V3)	#457FCB
clade_membership	21A (Delta)	#529AB6
clade_membership	21I (Delta)	#64AD98
clade_membership	21J (Delta)	#7BB77A
clade_membership	21B (Kappa)	#96BD60
clade_membership	21C (Epsilon)	#B3BD4D
clade_membership	21D (Eta)	#CDB642
clade_membership	21E (Theta)	#DFA43B
clade_membership	21F (Iota)	#E68434
clade_membership	21G (Lambda)	#E2582C
clade_membership	21H (Mu)	#DB2823

emerging_lineage	AY.4.2 (Delta)	#4A8CC2
emerging_lineage	AY.34 (Delta)	#71B486
emerging_lineage	AY.36 (Delta)	#ABBD52
emerging_lineage	AY.39 + S:1073N (Delta)	#DEA73C

pango_lineage	A	#5E1D9D
pango_lineage	A.1	#5B1DA0
pango_lineage	A.2	#581EA2
pango_lineage	A.2.2	#541EA5
pango_lineage	A.2.4	#511EA8
pango_lineage	A.2.5	#4F1FAA
pango_lineage	A.2.5.1	#4E21AD
pango_lineage	A.2.5.2	#4C23AF
pango_lineage	A.3	#4B25B1
pango_lineage	A.5	#4A28B3
pango_lineage	A.23.1	#492AB5
pango_lineage	B	#472CB7
pango_lineage	B.1	#462EB9
pango_lineage	B.1.1	#4530BB
pango_lineage	B.1.1.1	#4433BD
pango_lineage	C.8	#4335C0
pango_lineage	C.37	#4137C2
pango_lineage	C.37.1	#4039C4
pango_lineage	B.1.1.7	#403CC5
pango_lineage	Q.3	#403EC6
pango_lineage	Q.8	#4041C7
pango_lineage	P.1	#3F44C8
pango_lineage	P.1.4	#3F47C9
pango_lineage	P.1.10	#3F49CA
pango_lineage	P.1.12	#3F4CCB
pango_lineage	P.1.14	#3F4FCC
pango_lineage	P.1.15	#3F52CC
pango_lineage	P.1.17	#3F54CD
pango_lineage	B.1.1.33	#3E57CE
pango_lineage	B.1.1.61	#3E5ACF
pango_lineage	B.1.1.71	#3E5DD0
pango_lineage	B.1.1.128	#3F5FD0
pango_lineage	B.1.1.133	#3F62D0
pango_lineage	B.1.1.157	#4064CF
pango_lineage	B.1.1.168	#4067CF
pango_lineage	B.1.1.176	#4169CF
pango_lineage	B.1.1.181	#416CCE
pango_lineage	B.1.1.186	#416ECE
pango_lineage	B.1.1.192	#4271CE
pango_lineage	B.1.1.207	#4273CE
pango_lineage	B.1.1.210	#4376CD
pango_lineage	B.1.1.222	#4378CD
pango_lineage	B.1.1.231	#447BCD
pango_lineage	B.1.1.251	#447DCC
pango_lineage	B.1.1.291	#457FCB
pango_lineage	B.1.1.304	#4681C9
pango_lineage	AE.8	#4783C8
pango_lineage	R.1	#4885C7
pango_lineage	R.2	#4887C6
pango_lineage	B.1.1.318	#4989C4
pango_lineage	AZ.3	#4A8BC3
pango_lineage	B.1.1.322	#4B8DC2
pango_lineage	B.1.1.328	#4C8FC1
pango_lineage	B.1.1.344	#4C91BF
pango_lineage	B.1.1.362	#4D93BE
pango_lineage	B.1.1.389	#4E95BD
pango_lineage	B.1.1.432	#4F97BB
pango_lineage	B.1.1.434	#5098B9
pango_lineage	B.1.1.440	#5199B7
pango_lineage	B.1.1.464	#529BB5
pango_lineage	B.1.1.486	#539CB3
pango_lineage	B.1.1.516	#559EB1
pango_lineage	B.1.1.519	#569FAF
pango_lineage	B.1.1.523	#57A1AE
pango_lineage	B.1.2	#58A2AC
pango_lineage	B.1.3	#59A3AA
pango_lineage	B.1.36	#5AA5A8
pango_lineage	B.1.36.18	#5BA6A6
pango_lineage	B.1.36.31	#5CA7A4
pango_lineage	B.1.103	#5EA8A2
pango_lineage	B.1.110.3	#5FA9A0
pango_lineage	B.1.111	#61AA9E
pango_lineage	B.1.112	#62AB9C
pango_lineage	B.1.128	#63AC99
pango_lineage	B.1.139	#65AD97
pango_lineage	B.1.147	#66AE95
pango_lineage	B.1.162	#68AF93
pango_lineage	B.1.166	#69B091
pango_lineage	B.1.177	#6AB18F
pango_lineage	B.1.189	#6CB28D
pango_lineage	B.1.203	#6DB38A
pango_lineage	B.1.221	#6FB388
pango_lineage	B.1.234	#70B486
pango_lineage	B.1.240	#72B484
pango_lineage	B.1.243	#74B582
pango_lineage	B.1.265	#75B680
pango_lineage	B.1.279	#77B67E
pango_lineage	B.1.291	#79B77C
pango_lineage	B.1.298	#7BB77A
pango_lineage	B.1.301	#7CB878
pango_lineage	B.1.308	#7EB876
pango_lineage	B.1.311	#80B974
pango_lineage	B.1.315	#81BA72
pango_lineage	B.1.320	#83BA70
pango_lineage	B.1.332	#85BA6F
pango_lineage	B.1.336	#87BB6D
pango_lineage	B.1.337	#89BB6B
pango_lineage	B.1.349	#8BBB6A
pango_lineage	B.1.351	#8CBC68
pango_lineage	B.1.357	#8EBC66
pango_lineage	B.1.361	#90BC65
pango_lineage	B.1.366	#92BC63
pango_lineage	B.1.369	#94BD61
pango_lineage	B.1.375	#96BD60
pango_lineage	B.1.378	#98BD5E
pango_lineage	B.1.382	#9ABD5C
pango_lineage	B.1.385	#9CBE5B
pango_lineage	B.1.405	#9EBE5A
pango_lineage	B.1.409	#A0BE59
pango_lineage	B.1.411	#A2BE57
pango_lineage	B.1.413	#A4BE56
pango_lineage	B.1.422	#A6BE55
pango_lineage	B.1.423	#A8BE54
pango_lineage	B.1.426	#A9BD53
pango_lineage	B.1.427	#ABBD51
pango_lineage	B.1.429	#ADBD50
pango_lineage	B.1.436	#AFBD4F
pango_lineage	B.1.438.1	#B1BD4E
pango_lineage	B.1.441	#B3BD4D
pango_lineage	B.1.448	#B5BD4C
pango_lineage	B.1.450	#B7BD4B
pango_lineage	B.1.451	#B9BC4A
pango_lineage	B.1.469	#BBBC49
pango_lineage	B.1.498	#BCBB49
pango_lineage	B.1.506	#BEBB48
pango_lineage	B.1.509	#C0BA47
pango_lineage	B.1.517	#C2BA46
pango_lineage	B.1.521	#C4BA46
pango_lineage	B.1.525	#C5B945
pango_lineage	B.1.526	#C7B944
pango_lineage	B.1.541	#C9B843
pango_lineage	B.1.544	#CBB842
pango_lineage	B.1.547	#CCB742
pango_lineage	B.1.558	#CEB641
pango_lineage	B.1.561	#CFB541
pango_lineage	B.1.564	#D0B440
pango_lineage	B.1.565	#D2B340
pango_lineage	B.1.567	#D3B240
pango_lineage	B.1.575	#D5B13F
pango_lineage	B.1.576	#D6B03F
pango_lineage	B.1.577	#D7AF3E
pango_lineage	B.1.582	#D9AE3E
pango_lineage	B.1.586	#DAAD3D
pango_lineage	B.1.590	#DCAC3D
pango_lineage	B.1.595	#DDAA3C
pango_lineage	B.1.595.1	#DDA83C
pango_lineage	B.1.596	#DEA73B
pango_lineage	B.1.609	#DFA53B
pango_lineage	B.1.617.2	#E0A33B
pango_lineage	AY.3	#E0A13A
pango_lineage	AY.3.1	#E19F3A
pango_lineage	AY.4	#E29E39
pango_lineage	AY.4.1	#E39C39
pango_lineage	AY.5	#E39A38
pango_lineage	AY.5.2	#E49838
pango_lineage	AY.9	#E59738
pango_lineage	AY.10	#E69537
pango_lineage	AY.13	#E69237
pango_lineage	AY.14	#E69036
pango_lineage	AY.15	#E68D36
pango_lineage	AY.20	#E68B35
pango_lineage	AY.24	#E68835
pango_lineage	AY.25	#E68534
pango_lineage	AY.26	#E68334
pango_lineage	AY.27	#E68033
pango_lineage	AY.33	#E67E33
pango_lineage	AY.35	#E67B32
pango_lineage	AY.37	#E67832
pango_lineage	AY.38	#E67631
pango_lineage	AY.39	#E67331
pango_lineage	AY.39.1	#E67030
pango_lineage	AY.40	#E56C30
pango_lineage	AY.43	#E5692F
pango_lineage	AY.44	#E4662E
pango_lineage	AY.45	#E4632E
pango_lineage	AY.46	#E3602D
pango_lineage	AY.46.1	#E35C2C
pango_lineage	AY.46.4	#E2592C
pango_lineage	AY.46.6	#E2562B
pango_lineage	AY.47	#E1532A
pango_lineage	B.1.621	#E14F2A
pango_lineage	B.1.621.1	#E04C29
pango_lineage	B.1.623	#E04929
pango_lineage	B.1.627	#DF4528
pango_lineage	B.1.628	#DF4227
pango_lineage	B.1.630	#DE3F27
pango_lineage	B.1.631	#DE3C26
pango_lineage	B.1.632	#DE3826
pango_lineage	B.1.637	#DD3525
pango_lineage	B.1.9	#DD3225
pango_lineage	B.4	#DC2F24
pango_lineage	B.6	#DC2B23
pango_lineage	B.39	#DB2823

